,Player,country,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,Unnamed: 14
38,Mudassar Muhammad,(GER),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
39,Muhammad Amir,(MAL),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
40,Muhammad Awais,(),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
41,Muhammad Hamayun,(Saudi),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
42,Muhammad Kaleem,(UAE),2016-2016,9,0,0,0,0,0,0,0,0,0,0,
43,Muhammad Khurram,(MWI),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
44,Muhammad Usman,(UAE),2016-2019,34,0,0,0,0,0,0,0,0,0,0,
45,Mukhtar Ahmed,(Pakistan),2015-2015,6,0,0,0,0,0,0,0,0,0,0,
46,Mukhtiar Singh,(ESP),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
47,AA Mulla,(Canada),2008-2008,4,0,0,0,0,0,0,0,0,0,0,
48,Munir Dar,(Hong Kong),2014-2014,2,0,0,0,0,0,0,0,0,0,0,
49,C Munoz0Mills,(ESP),2019-2019,9,0,0,0,0,0,0,0,0,0,0,
0,HG Munsey,(Scotland),2015-2019,38,0,0,0,0,0,0,0,0,0,0,
1,G Murali,(CRC),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
2,D Murphy,(Scotland),2013-2013,4,0,0,0,0,0,0,0,0,0,0,
3,TK Musakanda,(Zimbabve),2018-2018,6,0,0,0,0,0,0,0,0,0,0,
4,Mushfiqur Rahim,(Bangladesh),2006-2019,84,0,0,0,0,0,0,0,0,0,0,
5,P Mustard,(England),2008-2008,2,0,0,0,0,0,0,0,0,0,0,
6,F Mutizwa,(Zimbabve),2011-2012,3,0,0,0,0,0,0,0,0,0,0,
7,R Mutumbami,(Zimbabve),2015-2019,22,0,0,0,0,0,0,0,0,0,0,
8,M Mwamadi,(MWI),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
9,SJ Myburgh,(Netherland),2012-2019,33,0,0,0,0,0,0,0,0,0,0,
10,Nadif Chowdhury,(Bangladesh),2006-2007,3,0,0,0,0,0,0,0,0,0,0,
11,Najeeb Tarakai,(Afghanistan),2014-2019,12,0,0,0,0,0,0,0,0,0,0,
12,Najibullah Zadran,(Afghanistan),2012-2019,57,0,0,0,0,0,0,0,0,0,0,
13,Naseem Khushi,(OMAN),2017-2019,10,0,0,0,0,0,0,0,0,0,0,
14,Nasir Jamshed,(Pakistan),2012-2013,18,0,0,0,0,0,0,0,0,0,0,
15,Nauman Anwar,(Pakistan),2015-2015,1,0,0,0,0,0,0,0,0,0,0,
16,Nawazish Jezuli,(Saudi),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
17,Nazimuddin,(Bangladesh),2007-2008,7,0,0,0,0,0,0,0,0,0,0,
18,Najmul Hossain Shanto,(Bangladesh),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
19,Nazmus Sadat,(Bangladesh),2006-2006,1,0,0,0,0,0,0,0,0,0,0,
20,Nazwan Ismail,(Mald),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
21,PM Nevill,(Australia),2016-2016,9,0,0,0,0,0,0,0,0,0,0,
22,OE Newey,(GUE),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
23,HM Nicholls,(Newzealand),2016-2019,5,0,0,0,0,0,0,0,0,0,0,
24,G Nikitas,(),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
25,PA Nixon,(England),2007-2007,1,0,0,0,0,0,0,0,0,0,0,
26,ML Nkala,(Zimbabve),2006-2006,1,0,0,0,0,0,0,0,0,0,0,
27,F Nkhoma,(MWI),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
28,Noor Ali Zadran,(Afghanistan),2010-2017,20,0,0,0,0,0,0,0,0,0,0,
29,Noor Momand,(Belg),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
30,MJ North,(Australia),2009-2009,1,0,0,0,0,0,0,0,0,0,0,
31,Nurul Hasan,(Bangladesh),2016-2017,9,0,0,0,0,0,0,0,0,0,0,
32,AA Obanda,(KENYA),2007-2019,30,0,0,0,0,0,0,0,0,0,0,
33,NJ O'Brien,(Ireland),2008-2016,30,0,0,0,0,0,0,0,0,0,0,
34,DO Obuya,(KENYA),2007-2012,10,0,0,0,0,0,0,0,0,0,0,
35,NV Ojha,(INDIA),2010-2010,2,0,0,0,0,0,0,0,0,0,0,
36,AA Onikoyi,(NGA),2019-2019,9,0,0,0,0,0,0,0,0,0,0,
37,CN Onwuzulike,(NGA),2019-2019,9,0,0,0,0,0,0,0,0,0,0,
38,KO Otieno,(KENYA),2008-2008,4,0,0,0,0,0,0,0,0,0,0,
39,A Otwani,(UGA),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
40,MA Ouma,(KENYA),2007-2013,22,0,0,0,0,0,0,0,0,0,0,
41,SD Outerbridge,(BMUDA),2008-2008,3,0,0,0,0,0,0,0,0,0,0,
42,Ovais Yousof,(NGA),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
43,VS Padhaal,(Fin),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
44,TD Paine,(Australia),2009-2017,12,0,0,0,0,0,0,0,0,0,0,
45,K Pala,(PNG),2015-2015,2,0,0,0,0,0,0,0,0,0,0,
46,I Pandey,(NEPAL),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
47,MK Pandey,(INDIA),2015-2019,32,0,0,0,0,0,0,0,0,0,0,
48,RR Pant,(INDIA),2017-2019,26,0,0,0,0,0,0,0,0,0,0,
49,AE Paraam,(SGP),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
0,BA Parchment,(West Indies),2007-2007,1,0,0,0,0,0,0,0,0,0,0,
1,M Patel,(PNM),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
2,M Patel,(Chile),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
3,MD Patel,(USA),2019-2019,8,0,0,0,0,0,0,0,0,0,0,
4,PA Patel,(INDIA),2011-2011,2,0,0,0,0,0,0,0,0,0,0,
5,RN Patel,(KENYA),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
6,SP Patil,(UAE),2014-2016,18,0,0,0,0,0,0,0,0,0,0,
7,RK Paudel,(NEPAL),2019-2019,11,0,0,0,0,0,0,0,0,0,0,
8,BBJL Perera,(ITA),2019-2019,8,0,0,0,0,0,0,0,0,0,0,
9,MDKJ Perera,(Srilanka),2013-2019,42,0,0,0,0,0,0,0,0,0,0,
10,SL Perera,(Ghana),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
11,WKD Perkins,(West Indies),2008-2008,1,0,0,0,0,0,0,0,0,0,0,
12,AN Petersen,(South Africa),2010-2010,2,0,0,0,0,0,0,0,0,0,0,
13,T Phaswana,(Botsw),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
14,GD Phillips,(Newzealand),2017-2018,11,0,0,0,0,0,0,0,0,0,0,
15,R Pillai,(GER),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
16,LA Pomersbach,(Australia),2007-2007,1,0,0,0,0,0,0,0,0,0,0,
17,RT Ponting,(Australia),2005-2009,17,0,0,0,0,0,0,0,0,0,0,
18,NS Poonia,(Scotland),2007-2010,8,0,0,0,0,0,0,0,0,0,0,
19,N Pooran,(West Indies),2016-2019,16,0,0,0,0,0,0,0,0,0,0,
20,WTS Porterfield,(Ireland),2008-2018,61,0,0,0,0,0,0,0,0,0,0,
21,VRCF Poubel,(),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
22,A Poulose,(OMAN),2017-2017,3,0,0,0,0,0,0,0,0,0,0,
23,KOA Powell,(West Indies),2014-2014,1,0,0,0,0,0,0,0,0,0,0,
24,AD Poynter,(Ireland),2012-2016,19,0,0,0,0,0,0,0,0,0,0,
25,SW Poynter,(Ireland),2015-2019,25,0,0,0,0,0,0,0,0,0,0,
26,H Pragji,(Botsw),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
27,AG Prince,(South Africa),2005-2005,1,0,0,0,0,0,0,0,0,0,0,
28,MJ Prior,(England),2007-2010,10,0,0,0,0,0,0,0,0,0,0,
29,SMA Priyanjan,(Srilanka),2017-2017,3,0,0,0,0,0,0,0,0,0,0,
30,Qalandar Khan,(QAT),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
31,S Qeshile,(South Africa),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
32,Raees Ahmadzai,(Afghanistan),2010-2010,8,0,0,0,0,0,0,0,0,0,0,
33,Rafatullah Mohmand,(Pakistan),2015-2015,3,0,0,0,0,0,0,0,0,0,0,
34,AM Rahane,(INDIA),2011-2016,20,0,0,0,0,0,0,0,0,0,0,
35,Rahmanullah Gurbaz,(Afghanistan),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
36,Rahman Ademi,(Serb),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
37,KL Rahul,(INDIA),2016-2019,34,0,0,0,0,0,0,0,0,0,0,
38,PBB Rajapaksa,(Srilanka),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
39,D Ramdin,(West Indies),2006-2019,71,0,0,0,0,0,0,0,0,0,0,
40,Rameez Raja,2,(Pakistan),201102011,2,0,0,0,0,0,0,0,0,0,0
41,Rameez Shahzad,(UAE),2016-2019,22,0,0,0,0,0,0,0,0,0,0,
42,Aminuddin Ramly,(MAL),2019-2019,10,0,0,0,0,0,0,0,0,0,0,
43,DA Rankin,(Ireland),2015-2016,2,0,0,0,0,0,0,0,0,0,0,
44,Raqibul Hasan,(Bangladesh),2008-2010,5,0,0,0,0,0,0,0,0,0,0,
45,Ravinderpal Singh,(Canada),2019-2019,12,0,0,0,0,0,0,0,0,0,0,
46,AT Rayudu,(INDIA),2014-2016,6,0,0,0,0,0,0,0,0,0,0,
47,Razmal Shigiwal,(Aut),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
48,CMW Read,(England),2006-2006,1,0,0,0,0,0,0,0,0,0,0,
49,NJ Reardon,(Australia),2014-2014,2,0,0,0,0,0,0,0,0,0,0,
0,DJ Reekers,(Netherland),2008-2009,6,0,0,0,0,0,0,0,0,0,0,
1,Rehman Abdul,(ITA),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
2,FL Reifer,(West Indies),2009-2009,1,0,0,0,0,0,0,0,0,0,0,
3,ACL Richards,(West Indies),2007-2007,1,0,0,0,0,0,0,0,0,0,0,
4,DM Richards,(West Indies),2009-2009,1,0,0,0,0,0,0,0,0,0,0,
5,MJ Richardson,(GER),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
6,CP Rizwan,(UAE),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
7,Rizwan Mahmood,(DEN),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
8,BJ Rohrer,(Australia),2013-2013,1,0,0,0,0,0,0,0,0,0,0,
9,L Ronchi,(AUS/NZ),2008-2018,33,0,0,0,0,0,0,0,0,0,0,
10,Rony Talukdar,(Bangladesh),2015-2015,1,0,0,0,0,0,0,0,0,0,0,
11,RR Rossouw,(South Africa),2014-2016,15,0,0,0,0,0,0,0,0,0,0,
12,JJ Roy,(England),2014-2018,32,0,0,0,0,0,0,0,0,0,0,
13,JA Rudolph,(South Africa),2006-2006,1,0,0,0,0,0,0,0,0,0,0,
14,RJMGM Rupasinghe,(Srilanka),2009-2009,2,0,0,0,0,0,0,0,0,0,0,
15,HD Rutherford,(Newzealand),2013-2019,8,0,0,0,0,0,0,0,0,0,0,
16,VM Sachdev,(PNM),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
17,AK Sah,(NEPAL),2018-2018,1,0,0,0,0,0,0,0,0,0,0,
18,Sahibzada Farhan,(Pakistan),2018-2018,3,0,0,0,0,0,0,0,0,0,0,
19,Sajid Cheema,(Saudi),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
20,J Salazar,(Peru),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
21,Salman Butt,(Pakistan),2007-2010,24,0,0,0,0,0,0,0,0,0,0,
22,S Samarawickrama,(Srilanka),2017-2019,7,0,0,0,0,0,0,0,0,0,0,
23,BA Sambo,(Moz),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
24,SV Samson,(INDIA),2015-2015,1,0,0,0,0,0,0,0,0,0,0,
25,R Sandaruwan,(KUW),2019-2019,10,0,0,0,0,0,0,0,0,0,0,
26,KC Sangakkara,(Srilanka),2006-2014,56,0,0,0,0,0,0,0,0,0,0,
27,Saqlain Haider,(UAE),2016-2016,6,0,0,0,0,0,0,0,0,0,0,
28,Sarfaraz Ahmed,(Pakistan),2010-2019,58,0,0,0,0,0,0,0,0,0,0,
29,A Sarma,(GER),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
30,JOP Scamans,(Fin),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
31,JD Schoonheim,(Netherland),2008-2008,1,0,0,0,0,0,0,0,0,0,0,
32,TL Seifert,(Newzealand),2018-2019,19,0,0,0,0,0,0,0,0,0,0,
33,Shabir Noori,(Afghanistan),2012-2012,1,0,0,0,0,0,0,0,0,0,0,
34,Shafiqullah,(Afghanistan),2010-2019,46,0,0,0,0,0,0,0,0,0,0,
35,Shafiq Sharif,(MAL),2019-2019,10,0,0,0,0,0,0,0,0,0,0,
36,Shafraz Jaleel,(Mald),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
37,OA Shah,(England),2007-2009,17,0,0,0,0,0,0,0,0,0,0,
38,Shahbaz Badar,(BAH),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
39,Shaheryar Butt,(Belg),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
40,Shahid Wasif,(Hong Kong),2016-2019,9,0,0,0,0,0,0,0,0,0,0,
41,Shahriar Nafees,(Bangladesh),2006-2006,1,0,0,0,0,0,0,0,0,0,0,
42,Shahzaib Hasan,(Pakistan),2009-2010,10,0,0,0,0,0,0,0,0,0,0,
43,Shaiman Anwar,(UAE),2014-2019,32,0,0,0,0,0,0,0,0,0,0,
44,Shakeel Ansar,(Pakistan),2012-2012,2,0,0,0,0,0,0,0,0,0,0,
45,Shamsudheen Purat,(Saudi),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
46,Shamsur Rahman,(Bangladesh),2013-2014,9,0,0,0,0,0,0,0,0,0,0,
47,Sharjeel Khan,(Pakistan),2013-2016,15,0,0,0,0,0,0,0,0,0,0,
48,D Sheeli,(KUW),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
49,V Shetty,(UAE),2014-2014,2,0,0,0,0,0,0,0,0,0,0,
0,Shoaib Khan jnr,(Pakistan),2008-2008,4,0,0,0,0,0,0,0,0,0,0,
1,V Sibanda,(Zimbabve),2007-2016,26,0,0,0,0,0,0,0,0,0,0,
2,Simandeep Singh,(Hong Kong),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
3,Simranjit Singh,(ITA),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
4,MS Sinclair,(Newzealand),2005-2007,2,0,0,0,0,0,0,0,0,0,0,
5,H Singh,(GER),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
6,S Singh,(PORT),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
7,JR Singleton,(),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
8,RM Siri,(Arg),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
9,CJO Smith,(Scotland),2007-2009,8,0,0,0,0,0,0,0,0,0,0,
10,DS Smith,(West Indies),2007-2009,6,0,0,0,0,0,0,0,0,0,0,
11,S Smith,(BMUDA),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
12,SJS Smith,(Scotland),2010-2012,5,0,0,0,0,0,0,0,0,0,0,
13,J Smits,(Netherland),2008-2009,6,0,0,0,0,0,0,0,0,0,0,
14,S Sohal,(USA),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
15,M Sohel Patel,(PNM),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
16,VS Solanki,(England),2005-2007,3,0,0,0,0,0,0,0,0,0,0,
17,ES Soto,(CRC),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
18,L Sreekumar,(UAE),2017-2017,1,0,0,0,0,0,0,0,0,0,0,
19,H Srinivasan,(GER),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
20,AJ Staal,(Netherland),2019-2019,9,0,0,0,0,0,0,0,0,0,0,
21,BS Stephenson,(Blz),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
22,MWR Stokes,(GUE),2019-2019,9,0,0,0,0,0,0,0,0,0,0,
23,F Stoman,(PORT),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
24,AJ Strauss,(England),2005-2009,4,0,0,0,0,0,0,0,0,0,0,
25,GM Strydom,(Caym),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
26,R Strydom,(Ireland),2008-2008,4,0,0,0,0,0,0,0,0,0,0,
27,Sultan Ahmed,(OMAN),2015-2017,17,0,0,0,0,0,0,0,0,0,0,
28,Sumair Khan,(MALTA),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
29,Suraj Kumar,(OMAN),2019-2019,13,0,0,0,0,0,0,0,0,0,0,
30,ZE Surkari,(Canada),2008-2008,4,0,0,0,0,0,0,0,0,0,0,
31,K Suttisan,(THAI),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
32,P Syafiq Ali,(MAL),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
33,ES Szwarczynski,(Netherland),2008-2013,14,0,0,0,0,0,0,0,0,0,0,
34,Talha Khan,(GER),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
35,Tamim Iqbal,(Bangladesh),2007-2018,75,0,0,0,0,0,0,0,0,0,0,
36,R Tari,(VAN),2019-2019,14,0,0,0,0,0,0,0,0,0,0,
37,LRPL Taylor,(Newzealand),2006-2019,95,0,0,0,0,0,0,0,0,0,0,
38,HT Tector,(Ireland),2019-2019,14,0,0,0,0,0,0,0,0,0,0,
39,VE Tembo,(Moz),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
40,SP Terry,(Ireland),2016-2016,1,0,0,0,0,0,0,0,0,0,0,
41,H Thaker,(Canada),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
42,WU Tharanga,(Srilanka),2006-2018,26,0,0,0,0,0,0,0,0,0,0,
43,HDRL Thirimanne,(Srilanka),2012-2016,26,0,0,0,0,0,0,0,0,0,0,
44,DC Thomas,(West Indies),2009-2013,3,0,0,0,0,0,0,0,0,0,0,
45,RA Thomas,(Canada),2019-2019,8,0,0,0,0,0,0,0,0,0,0,
46,GJ Thompson,(Ireland),2016-2019,10,0,0,0,0,0,0,0,0,0,0,
47,MK Tiwary,(INDIA),2011-2012,3,0,0,0,0,0,0,0,0,0,0,
48,C Tommy,(VAN),2019-2019,12,0,0,0,0,0,0,0,0,0,0,
49,OFJ Tonuu,(Samoa),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
0,ME Trescothick,(England),2005-2006,3,0,0,0,0,0,0,0,0,0,0,
1,A Tripathi,(Mex),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
2,IJL Trott,(England),2007-2010,7,0,0,0,0,0,0,0,0,0,0,
3,LJ Tucker,(Ireland),2016-2019,14,0,0,0,0,0,0,0,0,0,0,
4,ML Udawatte,(Srilanka),2008-2017,8,0,0,0,0,0,0,0,0,0,0,
5,T Ulutuna,(TKY),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
6,J Umanath,(Mex),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
7,Umar Akmal,(Pakistan),2009-2019,84,0,0,0,0,0,0,0,0,0,0,
8,Umar Amin,(Pakistan),2013-2018,14,0,0,0,0,0,0,0,0,0,0,
9,TP Ura,(PNG),2015-2019,23,0,0,0,0,0,0,0,0,0,0,
10,Usman Ghani,(Afghanistan),2015-2019,19,0,0,0,0,0,0,0,0,0,0,
11,Usman Limbada,(Canada),2010-2013,7,0,0,0,0,0,0,0,0,0,0,
12,Usman Mushtaq,(UAE),2016-2016,3,0,0,0,0,0,0,0,0,0,0,
13,Usman Waheed,(KUW),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
14,RV Uthappa,(INDIA),2007-2015,13,0,0,0,0,0,0,0,0,0,0,
15,HE van der Dussen,(South Africa),2018-2019,9,0,0,0,0,0,0,0,0,0,0,
16,VB van Jaarsveld,(South Africa),2009-2009,3,0,0,0,0,0,0,0,0,0,0,
17,MN van Wyk,(South Africa),2007-2015,8,0,0,0,0,0,0,0,0,0,0,
18,S Varathappan,(KUW),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
19,JNT Vare,(PNG),2015-2017,8,0,0,0,0,0,0,0,0,0,0,
20,MP Vaughan,(England),2005-2007,2,0,0,0,0,0,0,0,0,0,0,
21,G Venkateswaran,(LUX),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
22,Vikramjit Singh,(Netherland),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
23,DJ Vilas,(South Africa),2012-2012,1,0,0,0,0,0,0,0,0,0,0,
24,JM Vince,(England),2015-2019,12,0,0,0,0,0,0,0,0,0,0,
25,L Vincent,(Newzealand),2006-2007,9,0,0,0,0,0,0,0,0,0,0,
26,Vinod Kumar,(ESP),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
27,J Vira,(VAN),2019-2019,14,0,0,0,0,0,0,0,0,0,0,
28,TP Visee,(Netherland),2015-2019,27,0,0,0,0,0,0,0,0,0,0,
29,Vishal Ahir,(PNM),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
30,R Vishwanath,(LUX),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
31,KDK Vithanage,(Srilanka),2014-2016,3,0,0,0,0,0,0,0,0,0,0,
32,MS Wade,(Australia),2011-2016,26,0,0,0,0,0,0,0,0,0,0,
33,CD Wallace,(Scotland),2012-2019,19,0,0,0,0,0,0,0,0,0,0,
34,CAK Walton,(West Indies),2014-2018,19,0,0,0,0,0,0,0,0,0,0,
35,T Wangchuk jnr,(BHU),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
36,DA Warner,(Australia),2009-2019,76,0,0,0,0,0,0,0,0,0,0,
37,VS Wategaonkar,(OMAN),2016-2016,2,0,0,0,0,0,0,0,0,0,0,
38,BJ Watling,(Newzealand),2009-2014,5,0,0,0,0,0,0,0,0,0,0,
39,DF Watts,(Scotland),2007-2012,11,0,0,0,0,0,0,0,0,0,0,
40,D Weston,(GER),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
41,SA Wijeyeratne,(Canada),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
42,OR Willis,(Caym),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
43,GC Wilson,(Ireland),2008-2019,78,0,0,0,0,0,0,0,0,0,0,
44,AS Wright,(GUE),2019-2019,8,0,0,0,0,0,0,0,0,0,0,
45,Yasar Idrees,(KUW),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
46,KJ Young,(Blz),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
47,Zaheer Ibrahim,(QAT),2019-2019,13,0,0,0,0,0,0,0,0,0,0,
48,Zakir Hasan,(Bangladesh),2018-2018,1,0,0,0,0,0,0,0,0,0,0,
49,Zameer Khan,(DEN),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
0,Zeeshan Siddiqui,(OMAN),2015-2015,5,0,0,0,0,0,0,0,0,0,0,
1,Ziaur Rehman,(Fin),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
2,Zishan Shah,(DEN),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
3,Zubaidi Zulkifle,(MAL),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
4,B Zuiderent,(Netherland),2009-2010,6,0,0,0,0,0,0,0,0,0,0,
5,Zulqarnain Haider,(Pakistan),2007-2010,3,0,0,0,0,0,0,0,0,0,0,
